,CustomerID,OrderLastDate,OrderTotalValue,frequency,ChurnTime,M,F,R
25,12375.0,2011-12-07 11:27:00,455.42,18,2 days 01:23:00,5,5,1
26,12377.0,2011-01-28 15:45:00,1628.12,77,314 days 21:05:00,4,4,5
27,12378.0,2011-08-02 10:34:00,4008.62,219,129 days 02:16:00,2,2,2
28,12379.0,2011-09-19 10:09:00,850.29,41,81 days 02:41:00,5,5,1
29,12380.0,2011-11-18 11:27:00,2720.56,105,21 days 01:23:00,3,3,1
30,12381.0,2011-12-05 12:44:00,1803.96,91,4 days 00:06:00,4,4,1
31,12383.0,2011-06-08 08:02:00,1839.31,100,184 days 04:48:00,4,4,3
32,12384.0,2011-11-11 08:39:00,566.16,30,28 days 04:11:00,5,5,1
33,12386.0,2011-01-06 12:37:00,401.9,10,337 days 00:13:00,5,5,5
34,12388.0,2011-11-24 12:30:00,2780.66,100,15 days 00:20:00,3,4,1
35,12390.0,2011-09-21 09:33:00,549.84,32,79 days 03:17:00,5,5,1
36,12391.0,2011-11-18 12:07:00,460.89,100,21 days 00:43:00,5,4,1
37,12393.0,2011-09-28 15:41:00,1582.6000000000001,64,71 days 21:09:00,4,4,1
38,12394.0,2011-10-07 08:08:00,1272.48,27,63 days 04:42:00,4,5,1
39,12395.0,2011-11-24 12:20:00,2998.28,159,15 days 00:30:00,3,3,1
40,12397.0,2011-11-04 09:52:00,2409.9,126,35 days 02:58:00,3,3,1
41,12398.0,2011-10-25 10:27:00,1635.6599999999999,85,45 days 02:23:00,4,4,1
42,12399.0,2011-08-12 13:15:00,1108.65,59,118 days 23:35:00,4,5,2
43,12401.0,2011-02-09 13:50:00,84.3,5,302 days 23:00:00,5,5,5
44,12402.0,2011-01-20 13:49:00,225.6,11,322 days 23:01:00,5,5,5
45,12403.0,2011-10-21 11:00:00,409.7,6,49 days 01:50:00,5,5,1
46,12405.0,2011-07-14 08:52:00,1710.39,54,148 days 03:58:00,4,5,2
47,12406.0,2011-11-17 19:22:00,3280.75,108,21 days 17:28:00,3,3,1
48,12407.0,2011-10-21 10:11:00,1708.1200000000001,77,49 days 02:39:00,4,4,1
49,12408.0,2011-11-07 12:30:00,2842.57,113,32 days 00:20:00,3,3,1
50,12409.0,2011-09-22 10:38:00,11056.93,114,78 days 02:12:00,1,3,1
51,12410.0,2011-02-11 15:47:00,681.0799999999999,28,300 days 21:03:00,5,5,5
52,12412.0,2011-09-26 10:16:00,1226.88,61,74 days 02:34:00,4,4,1
53,12413.0,2011-10-04 09:00:00,694.15,40,66 days 03:50:00,5,5,1
54,12414.0,2011-05-06 14:51:00,562.41,18,216 days 21:59:00,5,5,3
55,12415.0,2011-11-15 14:22:00,123725.45,778,23 days 22:28:00,1,1,1
56,12417.0,2011-12-06 14:52:00,3578.8,198,2 days 21:58:00,2,3,1
57,12418.0,2011-08-19 11:08:00,668.58,34,112 days 01:42:00,5,5,2
58,12420.0,2011-10-07 08:55:00,600.39,29,63 days 03:55:00,5,5,1
59,12421.0,2011-11-24 09:07:00,806.27,46,15 days 03:43:00,5,5,1
60,12422.0,2011-09-05 09:48:00,803.5600000000001,39,95 days 03:02:00,5,5,1
61,12423.0,2011-12-09 10:10:00,1849.11,126,0 days 02:40:00,4,3,1
62,12424.0,2011-06-30 12:06:00,1760.96,30,162 days 00:44:00,4,5,2
63,12425.0,2011-09-22 17:31:00,777.2,36,77 days 19:19:00,5,5,1
64,12426.0,2011-05-29 12:26:00,582.73,30,194 days 00:24:00,5,5,3
65,12427.0,2011-11-28 10:48:00,708.37,35,11 days 02:02:00,5,5,1
66,12428.0,2011-11-14 08:22:00,7877.2,300,25 days 04:28:00,2,2,1
67,12429.0,2011-11-30 17:22:00,3750.4,97,8 days 19:28:00,2,4,1
68,12430.0,2011-10-27 15:09:00,256.4,11,42 days 21:41:00,5,5,1
69,12431.0,2011-11-04 11:55:00,6416.39,240,35 days 00:55:00,2,2,1
70,12432.0,2011-10-28 11:43:00,5059.32,108,42 days 01:07:00,2,3,1
71,12433.0,2011-12-09 10:02:00,13375.87,420,0 days 02:48:00,1,1,1
72,12434.0,2011-09-16 12:38:00,765.19,54,84 days 00:12:00,5,5,1
73,12435.0,2011-09-21 09:06:00,7829.89,36,79 days 03:44:00,2,5,1
74,12436.0,2011-09-01 12:09:00,509.01,16,99 days 00:41:00,5,5,1
75,12437.0,2011-12-08 11:35:00,4896.66,201,1 days 01:15:00,2,2,1
76,12438.0,2011-11-25 13:28:00,2906.85,98,13 days 23:22:00,3,4,1
77,12441.0,2010-12-08 10:45:00,173.55,11,366 days 02:05:00,5,5,5
78,12442.0,2011-12-06 14:22:00,172.06,12,2 days 22:28:00,5,5,1
79,12444.0,2011-11-18 13:23:00,5005.46,177,20 days 23:27:00,2,3,1
80,12445.0,2011-11-17 18:43:00,133.4,4,21 days 18:07:00,5,5,1
81,12446.0,2011-10-13 12:50:00,1002.3100000000001,58,57 days 00:00:00,4,5,1
82,12447.0,2011-04-10 13:25:00,476.49,26,242 days 23:25:00,5,5,3
83,12448.0,2011-10-26 13:46:00,449.45,22,43 days 23:04:00,5,5,1
84,12449.0,2011-11-17 13:46:00,4067.29,191,21 days 23:04:00,2,3,1
85,12450.0,2011-07-06 14:41:00,197.88,8,155 days 22:09:00,5,5,2
86,12451.0,2011-11-29 08:40:00,8933.52,355,10 days 04:10:00,2,2,1
87,12452.0,2011-11-23 10:28:00,428.57,23,16 days 02:22:00,5,5,1
88,12453.0,2011-07-28 14:08:00,707.09,43,133 days 22:42:00,5,5,2
89,12454.0,2011-10-17 15:07:00,5.684341886080802e-14,30,52 days 21:43:00,5,5,1
90,12455.0,2011-09-27 15:31:00,2466.86,90,72 days 21:19:00,3,4,1
91,12456.0,2011-10-26 14:41:00,3153.89,129,43 days 22:09:00,3,3,1
92,12457.0,2011-10-12 13:46:00,1917.78,68,57 days 23:04:00,4,4,1
93,12458.0,2011-09-29 15:25:00,947.4,38,70 days 21:25:00,4,5,1
94,12461.0,2011-09-06 16:57:00,826.88,35,93 days 19:53:00,5,5,1
95,12462.0,2011-12-07 14:02:00,1124.01,72,1 days 22:48:00,4,4,1
96,12463.0,2011-10-24 13:43:00,1303.63,88,45 days 23:07:00,4,4,1
97,12464.0,2011-11-29 13:33:00,1212.05,29,9 days 23:17:00,4,5,1
98,12465.0,2011-12-02 11:34:00,733.89,51,7 days 01:16:00,5,5,1
99,12468.0,2011-07-19 13:42:00,724.0400000000001,40,142 days 23:08:00,5,5,2
100,12471.0,2011-12-07 15:43:00,18740.92,531,1 days 21:07:00,1,1,1
101,12472.0,2011-11-09 11:33:00,6229.48,391,30 days 01:17:00,2,2,1
102,12473.0,2011-11-10 13:48:00,2848.23,179,28 days 23:02:00,3,3,1
103,12474.0,2011-11-22 14:39:00,7116.47,457,16 days 22:11:00,2,1,1
104,12475.0,2011-10-17 10:10:00,723.38,36,53 days 02:40:00,5,5,1
105,12476.0,2011-12-08 14:08:00,6546.58,264,0 days 22:42:00,2,2,1
106,12477.0,2011-11-17 09:51:00,13117.01,308,22 days 02:59:00,1,2,1
107,12478.0,2011-12-06 09:56:00,680.99,36,3 days 02:54:00,5,5,1
108,12479.0,2011-12-06 09:25:00,477.3,35,3 days 03:25:00,5,5,1
109,12480.0,2011-11-11 14:52:00,3281.63,154,27 days 21:58:00,3,3,1
110,12481.0,2011-11-17 08:29:00,5590.86,218,22 days 04:21:00,2,2,1
111,12483.0,2011-11-22 17:03:00,2327.13,81,16 days 19:47:00,3,4,1
112,12484.0,2011-11-07 11:37:00,4495.27,350,32 days 01:13:00,2,2,1
113,12488.0,2011-11-30 08:50:00,1298.66,55,9 days 04:00:00,4,5,1
114,12489.0,2011-01-07 13:13:00,334.93,15,335 days 23:37:00,5,5,5
115,12490.0,2011-12-04 16:07:00,5417.93,245,4 days 20:43:00,2,2,1
116,12491.0,2011-11-01 12:18:00,460.40000000000003,26,38 days 00:32:00,5,5,1
117,12492.0,2011-10-07 15:15:00,263.21000000000004,20,62 days 21:35:00,5,5,1
118,12493.0,2011-06-27 10:17:00,416.79,23,165 days 02:33:00,5,5,2
119,12494.0,2011-11-30 09:21:00,1139.3500000000001,84,9 days 03:29:00,4,4,1
120,12497.0,2011-09-19 12:29:00,1043.1,14,81 days 00:21:00,4,5,1
121,12498.0,2011-11-18 12:53:00,403.70000000000005,23,20 days 23:57:00,5,5,1
122,12500.0,2011-11-16 16:20:00,4206.27,65,22 days 20:30:00,2,4,1
123,12501.0,2011-01-28 13:54:00,2089.68,160,314 days 22:56:00,3,3,5
124,12502.0,2011-09-05 11:52:00,3723.87,147,95 days 00:58:00,2,3,1
125,12503.0,2011-01-06 11:51:00,-1126.0,1,337 days 00:59:00,5,5,5
126,12504.0,2011-11-21 16:02:00,114.0,15,17 days 20:48:00,5,5,1
127,12505.0,2011-02-11 13:39:00,-4.5,1,300 days 23:11:00,5,5,5
128,12506.0,2011-04-21 08:54:00,73.5,23,232 days 03:56:00,5,5,3
129,12507.0,2011-07-28 17:09:00,1258.06,23,133 days 19:41:00,4,5,2
130,12508.0,2011-11-13 15:37:00,398.27,69,25 days 21:13:00,5,4,1
131,12509.0,2011-02-28 14:45:00,176.5,7,283 days 22:05:00,5,5,4
132,12510.0,2011-07-20 10:15:00,982.5699999999999,33,142 days 02:35:00,4,5,2
133,12512.0,2011-10-04 14:55:00,138.03,34,65 days 21:55:00,5,5,1
134,12513.0,2011-09-16 12:45:00,586.79,36,84 days 00:05:00,5,5,1
135,12514.0,2011-03-17 16:38:00,1017.68,51,266 days 20:12:00,4,5,4
136,12515.0,2010-12-21 15:43:00,383.7,16,352 days 21:07:00,5,5,5
137,12516.0,2011-09-23 09:13:00,1312.06,26,77 days 03:37:00,4,5,1
138,12517.0,2011-11-11 14:04:00,2464.89,286,27 days 22:46:00,3,2,1
139,12518.0,2011-12-09 10:13:00,2056.89,124,0 days 02:37:00,3,3,1
140,12519.0,2011-10-07 09:26:00,340.84,18,63 days 03:24:00,5,5,1
141,12520.0,2011-09-21 15:23:00,2582.51,155,78 days 21:27:00,3,3,1
142,12521.0,2011-07-20 10:51:00,599.68,38,142 days 01:59:00,5,5,2
143,12522.0,2011-10-31 15:30:00,192.72,12,38 days 21:20:00,5,5,1
144,12523.0,2011-12-08 11:46:00,1745.57,110,1 days 01:04:00,4,3,1
145,12524.0,2011-11-30 15:31:00,4485.72,144,8 days 21:19:00,2,3,1
146,12526.0,2011-12-09 12:09:00,1316.66,71,0 days 00:41:00,4,4,1
147,12527.0,2011-09-19 11:55:00,348.71000000000004,18,81 days 00:55:00,5,5,1
148,12528.0,2011-11-30 14:40:00,1922.28,95,8 days 22:10:00,4,4,1
149,12530.0,2011-10-11 12:34:00,1623.63,68,59 days 00:16:00,4,4,1
150,12531.0,2011-11-25 11:12:00,125.22,17,14 days 01:38:00,5,5,1
151,12532.0,2011-11-09 13:47:00,349.83000000000004,16,29 days 23:03:00,5,5,1
152,12534.0,2011-08-01 10:26:00,1089.18,63,130 days 02:24:00,4,4,2
153,12535.0,2011-09-09 08:48:00,716.35,34,91 days 04:02:00,5,5,1
154,12536.0,2011-12-02 12:43:00,4106.82,273,7 days 00:07:00,2,2,1
155,12538.0,2011-11-10 17:16:00,363.95,21,28 days 19:34:00,5,5,1
156,12539.0,2011-11-17 13:30:00,3852.5,274,21 days 23:20:00,2,2,1
157,12540.0,2011-11-20 11:31:00,13309.039999999999,481,19 days 01:19:00,1,1,1
158,12541.0,2011-11-10 10:40:00,981.18,52,29 days 02:10:00,4,5,1
159,12544.0,2011-11-10 11:12:00,355.7,20,29 days 01:38:00,5,5,1
160,12545.0,2011-09-25 13:39:00,1000.39,50,74 days 23:11:00,4,5,1
161,12546.0,2011-10-24 12:09:00,1141.5,70,46 days 00:41:00,4,4,1
162,12547.0,2011-05-26 12:38:00,207.79999999999998,8,197 days 00:12:00,5,5,3
163,12548.0,2011-06-26 15:35:00,95.19999999999999,5,165 days 21:15:00,5,5,2
164,12550.0,2011-09-21 14:35:00,964.83,57,78 days 22:15:00,4,5,1
165,12551.0,2010-12-17 11:23:00,168.0,10,357 days 01:27:00,5,5,5
166,12552.0,2011-11-01 10:02:00,437.82,20,38 days 02:48:00,5,5,1
167,12553.0,2011-12-01 16:38:00,3652.25,196,7 days 20:12:00,2,3,1
168,12556.0,2011-10-20 13:06:00,603.71,121,49 days 23:44:00,5,3,1
169,12557.0,2011-11-23 16:59:00,11990.960000000001,33,15 days 19:51:00,1,5,1
170,12558.0,2011-12-08 10:14:00,1.0658141036401503e-14,22,1 days 02:36:00,5,5,1
171,12559.0,2011-02-02 09:49:00,536.21,22,310 days 03:01:00,5,5,5
172,12560.0,2011-12-04 13:54:00,2101.39,111,4 days 22:56:00,3,3,1
173,12561.0,2011-02-10 11:39:00,238.85,16,302 days 01:11:00,5,5,5
174,12562.0,2011-12-01 17:20:00,3781.7400000000002,168,7 days 19:30:00,2,3,1
175,12564.0,2011-03-23 14:55:00,456.9,21,260 days 21:55:00,5,5,4
176,12565.0,2011-03-03 11:43:00,131.17,10,281 days 01:07:00,5,5,4
177,12566.0,2011-09-28 09:57:00,346.7,20,72 days 02:53:00,5,5,1
178,12567.0,2011-11-17 11:02:00,9114.94,463,22 days 01:48:00,2,1,1
179,12569.0,2011-12-07 16:24:00,4064.9900000000002,191,1 days 20:26:00,2,3,1
180,12571.0,2011-10-31 10:19:00,519.61,34,39 days 02:31:00,5,5,1
181,12572.0,2011-12-01 09:20:00,1004.72,62,8 days 03:30:00,4,4,1
182,12573.0,2011-04-26 15:52:00,160.54000000000002,28,226 days 20:58:00,5,5,3
183,12574.0,2011-01-28 09:20:00,218.45,11,315 days 03:30:00,5,5,5
184,12576.0,2011-11-04 10:11:00,1306.98,89,35 days 02:39:00,4,4,1
185,12577.0,2011-11-04 13:28:00,595.4,148,34 days 23:22:00,5,3,1
186,12578.0,2011-11-18 13:30:00,2753.36,120,20 days 23:20:00,3,3,1
187,12579.0,2011-09-27 13:57:00,410.72,31,72 days 22:53:00,5,5,1
188,12580.0,2011-04-07 10:24:00,415.7,24,246 days 02:26:00,5,5,3
189,12581.0,2011-10-31 08:56:00,197.71,15,39 days 03:54:00,5,5,1
190,12582.0,2011-04-15 08:45:00,511.36,22,238 days 04:05:00,5,5,3
191,12583.0,2011-12-07 08:07:00,7187.34,251,2 days 04:43:00,2,2,1
192,12584.0,2011-12-06 09:35:00,1893.95,126,3 days 03:15:00,4,3,1
193,12585.0,2011-04-19 13:39:00,1982.81,97,233 days 23:11:00,4,4,3
194,12586.0,2011-11-22 16:24:00,179.94000000000003,12,16 days 20:26:00,5,5,1
195,12587.0,2011-12-02 12:47:00,144.0,4,7 days 00:03:00,5,5,1
196,12588.0,2011-10-31 15:01:00,214.89999999999998,10,38 days 21:49:00,5,5,1
197,12589.0,2011-11-11 10:19:00,646.68,35,28 days 02:31:00,5,5,1
198,12590.0,2011-06-02 14:25:00,9861.38,70,189 days 22:25:00,2,4,3
199,12591.0,2011-01-26 14:35:00,452.84999999999997,26,316 days 22:15:00,5,5,5
200,12592.0,2011-09-08 15:04:00,437.6,18,91 days 21:46:00,5,5,1
201,12593.0,2011-08-23 12:43:00,418.09999999999997,21,108 days 00:07:00,5,5,2
202,12594.0,2011-11-02 12:20:00,3320.2200000000003,119,37 days 00:30:00,3,3,1
203,12596.0,2011-10-19 13:02:00,618.27,27,50 days 23:48:00,5,5,1
204,12597.0,2011-11-20 13:33:00,3683.13,214,18 days 23:17:00,2,2,1
205,12598.0,2011-11-30 12:18:00,3002.68,133,9 days 00:32:00,3,3,1
206,12599.0,2011-11-10 13:34:00,1032.58,62,28 days 23:16:00,4,4,1
207,12600.0,2011-11-11 10:29:00,2581.04,65,28 days 02:21:00,3,4,1
208,12601.0,2011-06-03 10:17:00,569.5600000000001,29,189 days 02:33:00,5,5,3
209,12602.0,2011-10-12 11:22:00,153.12,12,58 days 01:28:00,5,5,1
210,12603.0,2011-11-18 10:42:00,739.1999999999999,3,21 days 02:08:00,5,5,1
211,12604.0,2011-09-21 14:08:00,254.18,16,78 days 22:42:00,5,5,1
212,12605.0,2010-12-09 15:41:00,-7.5,3,364 days 21:09:00,5,5,5
213,12607.0,2011-10-12 16:17:00,3.552713678800501e-15,202,57 days 20:33:00,5,2,1
214,12609.0,2011-09-22 16:34:00,1126.85,60,77 days 20:16:00,4,5,1
215,12610.0,2011-11-17 09:34:00,2057.99,111,22 days 03:16:00,3,3,1
216,12611.0,2011-10-18 13:12:00,1193.32,65,51 days 23:38:00,4,4,1
217,12612.0,2011-10-13 12:12:00,643.59,21,57 days 00:38:00,5,5,1
218,12613.0,2011-11-08 13:30:00,3218.98,163,30 days 23:20:00,3,3,1
219,12614.0,2011-03-07 10:22:00,315.6,20,277 days 02:28:00,5,5,4
220,12615.0,2011-12-07 15:02:00,2291.19,105,1 days 21:48:00,3,3,1
221,12616.0,2011-09-15 17:02:00,657.25,36,84 days 19:48:00,5,5,1
222,12617.0,2011-11-10 14:39:00,355.53,42,28 days 22:11:00,5,5,1
223,12618.0,2011-11-18 11:10:00,177.31,11,21 days 01:40:00,5,5,1
224,12619.0,2011-11-23 14:52:00,3214.81,95,15 days 21:58:00,3,4,1
225,12620.0,2011-11-25 10:20:00,1339.41,92,14 days 02:30:00,4,4,1
226,12621.0,2011-12-08 11:25:00,13612.07,474,1 days 01:25:00,1,1,1
227,12622.0,2011-04-21 16:39:00,180.1,11,231 days 20:11:00,5,5,3
228,12623.0,2011-03-08 13:50:00,305.1,18,275 days 23:00:00,5,5,4
229,12624.0,2011-08-25 15:04:00,641.13,38,105 days 21:46:00,5,5,2
230,12625.0,2011-05-12 09:54:00,2614.32,91,211 days 02:56:00,3,4,3
231,12626.0,2011-11-16 16:06:00,6388.35,307,22 days 20:44:00,2,2,1
232,12627.0,2011-11-29 12:07:00,4478.53,230,10 days 00:43:00,2,2,1
233,12628.0,2011-12-05 13:15:00,769.61,43,3 days 23:35:00,5,5,1
234,12630.0,2011-11-30 10:48:00,1270.88,64,9 days 02:02:00,4,4,1
235,12631.0,2011-10-13 13:53:00,640.5,31,56 days 22:57:00,5,5,1
236,12633.0,2011-10-12 11:40:00,2140.63,103,58 days 01:10:00,3,3,1
237,12635.0,2011-09-11 11:04:00,1689.18,101,89 days 01:46:00,4,3,1
238,12637.0,2011-10-03 13:46:00,5953.25,394,66 days 23:04:00,2,2,1
239,12638.0,2011-11-06 13:11:00,671.69,39,32 days 23:39:00,5,5,1
240,12639.0,2011-04-15 12:48:00,486.1,22,238 days 00:02:00,5,5,3
241,12640.0,2011-11-16 11:52:00,1174.58,53,23 days 00:58:00,4,5,1
242,12641.0,2011-08-16 13:26:00,185.9,10,114 days 23:24:00,5,5,2
243,12642.0,2011-11-14 15:03:00,1013.26,47,24 days 21:47:00,4,5,1
244,12643.0,2011-08-03 12:56:00,3344.64,24,127 days 23:54:00,3,5,2
245,12644.0,2011-08-02 10:33:00,477.91,31,129 days 02:17:00,5,5,2
246,12645.0,2011-11-06 12:38:00,1755.38,74,33 days 00:12:00,4,4,1
247,12646.0,2011-12-05 10:14:00,1346.97,45,4 days 02:36:00,4,5,1
248,12647.0,2011-11-17 12:56:00,3669.92,128,21 days 23:54:00,2,3,1
249,12648.0,2011-07-08 11:55:00,318.05,21,154 days 00:55:00,5,5,2
250,12649.0,2011-08-24 14:41:00,603.71,33,106 days 22:09:00,5,5,2
251,12650.0,2011-12-06 16:34:00,314.44,20,2 days 20:16:00,5,5,1
252,12651.0,2011-01-09 12:46:00,114.0,9,334 days 00:04:00,5,5,5
253,12652.0,2011-01-21 17:01:00,914.53,51,321 days 19:49:00,4,5,5
254,12653.0,2011-07-14 10:41:00,2209.85,43,148 days 02:09:00,3,5,2
255,12654.0,2011-11-29 10:10:00,601.98,38,10 days 02:40:00,5,5,1
256,12656.0,2011-11-22 13:42:00,3982.72,130,16 days 23:08:00,2,3,1
257,12657.0,2011-11-28 15:47:00,1152.06,56,10 days 21:03:00,4,5,1
258,12658.0,2011-11-21 10:22:00,686.05,36,18 days 02:28:00,5,5,1
259,12659.0,2011-11-10 11:53:00,91.68,5,29 days 00:57:00,5,5,1
260,12660.0,2011-11-28 13:26:00,245.1,13,10 days 23:24:00,5,5,1
261,12662.0,2011-12-09 11:59:00,3817.08,232,0 days 00:51:00,2,2,1
262,12664.0,2011-12-01 17:07:00,4863.88,38,7 days 19:43:00,2,5,1
263,12665.0,2011-01-19 08:34:00,61.75,4,324 days 04:16:00,5,5,5
264,12666.0,2010-12-15 14:42:00,-227.44,2,358 days 22:08:00,5,5,5
265,12667.0,2011-10-12 17:00:00,620.13,33,57 days 19:50:00,5,5,1
266,12668.0,2011-12-02 15:10:00,3743.18,168,6 days 21:40:00,2,3,1
267,12669.0,2011-07-12 09:54:00,1607.73,102,150 days 02:56:00,4,3,2
268,12670.0,2011-11-29 15:23:00,2986.15,94,9 days 21:27:00,3,4,1
269,12672.0,2011-01-14 09:20:00,225.89999999999998,10,329 days 03:30:00,5,5,5
270,12673.0,2011-12-04 13:55:00,610.52,42,4 days 22:55:00,5,5,1
271,12674.0,2011-11-28 12:22:00,1919.31,91,11 days 00:28:00,4,4,1
272,12676.0,2011-11-15 12:25:00,1331.39,45,24 days 00:25:00,4,5,1
273,12678.0,2011-10-28 13:04:00,17588.26,167,41 days 23:46:00,1,3,1
274,12679.0,2011-10-18 13:43:00,1058.67,56,51 days 23:07:00,4,5,1
275,12680.0,2011-12-09 12:50:00,862.81,52,0 days 00:00:00,5,5,1
276,12681.0,2011-11-25 11:35:00,13677.59,646,14 days 01:15:00,1,1,1
277,12682.0,2011-12-06 10:00:00,12288.22,525,3 days 02:50:00,1,1,1
278,12683.0,2011-12-05 16:31:00,8221.09,362,3 days 20:19:00,2,2,1
279,12684.0,2011-12-02 09:53:00,2283.63,105,7 days 02:57:00,3,3,1
280,12685.0,2011-11-11 13:46:00,2863.08,157,27 days 23:04:00,3,3,1
281,12686.0,2010-12-03 09:51:00,89.14,7,371 days 02:59:00,5,5,5
282,12688.0,2011-08-18 08:49:00,4873.8099999999995,171,113 days 04:01:00,2,3,2
283,12689.0,2011-11-14 08:31:00,1247.61,72,25 days 04:19:00,4,4,1
284,12690.0,2011-05-18 09:09:00,389.01,16,205 days 03:41:00,5,5,3
285,12691.0,2011-11-11 16:49:00,1035.8,32,27 days 20:01:00,4,5,1
286,12693.0,2011-08-11 09:16:00,830.96,41,120 days 03:34:00,5,5,2
287,12694.0,2011-09-30 13:06:00,869.67,37,69 days 23:44:00,5,5,1
288,12695.0,2011-12-02 13:22:00,582.1,27,6 days 23:28:00,5,5,1
289,12697.0,2011-11-18 16:17:00,939.02,43,20 days 20:33:00,4,5,1
290,12700.0,2011-12-02 10:49:00,4867.99,270,7 days 02:01:00,2,2,1
291,12701.0,2011-09-21 10:47:00,797.71,53,79 days 02:03:00,5,5,1
292,12702.0,2011-11-20 10:36:00,219.0,12,19 days 02:14:00,5,5,1
293,12703.0,2011-10-06 19:23:00,274.7,22,63 days 17:27:00,5,5,1
294,12704.0,2011-12-02 13:15:00,2220.84,90,6 days 23:35:00,3,4,1
295,12705.0,2011-11-24 13:17:00,6814.24,348,14 days 23:33:00,2,2,1
296,12707.0,2011-02-21 08:38:00,603.42,33,291 days 04:12:00,5,5,4
297,12708.0,2011-11-10 09:52:00,2616.32,174,29 days 02:58:00,3,3,1
298,12709.0,2011-12-06 16:42:00,9294.1,257,2 days 20:08:00,2,2,1
299,12710.0,2011-09-04 12:00:00,1130.57,79,96 days 00:50:00,4,4,1
300,12712.0,2011-11-17 09:15:00,4241.63,142,22 days 03:35:00,2,3,1
301,12713.0,2011-12-09 12:16:00,848.55,38,0 days 00:34:00,5,5,1
302,12714.0,2011-11-30 15:43:00,4708.86,259,8 days 21:07:00,2,2,1
303,12715.0,2011-08-25 15:22:00,353.86,21,105 days 21:28:00,5,5,2
304,12716.0,2011-12-06 08:55:00,1053.49,69,3 days 03:55:00,4,4,1
305,12717.0,2011-07-11 14:51:00,980.98,56,150 days 21:59:00,4,5,2
306,12718.0,2011-09-29 16:38:00,238.25,19,70 days 20:12:00,5,5,1
307,12719.0,2011-12-04 13:45:00,608.1,42,4 days 23:05:00,5,5,1
308,12720.0,2011-12-07 08:03:00,5713.28,359,2 days 04:47:00,2,2,1
309,12721.0,2011-11-08 12:13:00,2628.98,164,31 days 00:37:00,3,3,1
310,12722.0,2011-09-15 14:50:00,904.33,57,84 days 22:00:00,4,5,1
311,12723.0,2011-12-06 10:19:00,725.07,69,3 days 02:31:00,5,4,1
312,12724.0,2011-12-04 16:02:00,1031.41,53,4 days 20:48:00,4,5,1
313,12725.0,2010-12-03 15:45:00,427.8,24,370 days 21:05:00,5,5,5
314,12726.0,2011-11-11 13:35:00,2609.1,124,27 days 23:15:00,3,3,1
315,12727.0,2011-11-29 11:46:00,3947.7,141,10 days 01:04:00,2,3,1
316,12728.0,2011-09-29 15:31:00,836.33,46,70 days 21:19:00,5,5,1
317,12729.0,2011-08-18 11:40:00,453.01,26,113 days 01:10:00,5,5,2
318,12731.0,2011-11-16 11:59:00,18793.41,277,23 days 00:51:00,1,2,1
319,12732.0,2011-06-13 11:33:00,236.26000000000002,12,179 days 01:17:00,5,5,2
320,12733.0,2011-04-19 16:19:00,383.95,22,233 days 20:31:00,5,5,3
321,12734.0,2010-12-22 12:47:00,110.39999999999999,4,352 days 00:03:00,5,5,5
322,12735.0,2011-01-28 13:37:00,779.5699999999999,43,314 days 23:13:00,5,5,5
